section,subsection,content,reference,extr_ref_calls,extr_ref_prompt_tokens,extr_ref_completion_tokens,extr_ref_total_cost,section_number,paragraph_number,parsed_references,rule,extr_rules_calls,extr_rules_prompt_tokens,extr_rules_completion_tokens,extr_rules_total_cost
§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(3),"Überschreitet die berechnete Gebühr nach Absatz 2 Nummer 2 das 2,3fache des Gebührensatzes, ist dies auf die einzelne Leistung bezogen für den Zahlungspflichtigen verständlich und nachvollziehbar schriftlich zu begründen. Auf Verlangen ist die Begründung näher zu erläutern. Soweit im Fall einer abweichenden Vereinbarung nach § 2 auch ohne die getroffene Vereinbarung ein Überschreiten der in Satz 1 genannten Steigerungssätze gerechtfertigt gewesen wäre, ist das Überschreiten auf Verlangen des Zahlungspflichtigen schriftlich zu begründen; die Sätze 1 und 2 gelten entsprechend. Die Bezeichnung der Leistung nach Absatz 2 Nr. 2 kann entfallen, wenn der Rechnung eine Zusammenstellung beigefügt ist, der die Bezeichnung für die abgerechnete Leistungsnummer entnommen werden kann. Bei Auslagen nach Absatz 2 Nr. 5 ist der Beleg oder ein sonstiger Nachweis beizufügen. Wurden zahntechnische Leistungen in Auftrag gegeben, ist eine den Erfordernissen des Absatzes 2 Nr. 5 entsprechende Rechnung des Dentallabors beizufügen; insoweit genügt es, in der Rechnung des Zahnarztes den Gesamtbetrag für diese Leistungen anzugeben. Leistungen, die auf Verlangen erbracht worden sind (§ 1 Abs. 2 Satz 2 und § 2 Abs. 3) sind als solche zu bezeichnen.","References: §2, §1 Abs. 2 Satz 2, §2 Abs. 3",1,454,22,0.01494,10.0,3.0,"[{'section': '2'}, {'section': '1', 'paragraph': '2', 'sentence': '2'}, {'section': '2', 'paragraph': '3'}]","Regel 5: Bei Auslagen nach Absatz 2 Nr. 5 muss der Beleg oder ein sonstiger Nachweis beigefügt sein. Dies impliziert, dass für Materialkosten im JSON-Schema ein Beleg oder Nachweis vorhanden sein muss, der die Auslagen rechtfertigt.",1,1750,596,0.0
§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(3),"Überschreitet die berechnete Gebühr nach Absatz 2 Nummer 2 das 2,3fache des Gebührensatzes, ist dies auf die einzelne Leistung bezogen für den Zahlungspflichtigen verständlich und nachvollziehbar schriftlich zu begründen. Auf Verlangen ist die Begründung näher zu erläutern. Soweit im Fall einer abweichenden Vereinbarung nach § 2 auch ohne die getroffene Vereinbarung ein Überschreiten der in Satz 1 genannten Steigerungssätze gerechtfertigt gewesen wäre, ist das Überschreiten auf Verlangen des Zahlungspflichtigen schriftlich zu begründen; die Sätze 1 und 2 gelten entsprechend. Die Bezeichnung der Leistung nach Absatz 2 Nr. 2 kann entfallen, wenn der Rechnung eine Zusammenstellung beigefügt ist, der die Bezeichnung für die abgerechnete Leistungsnummer entnommen werden kann. Bei Auslagen nach Absatz 2 Nr. 5 ist der Beleg oder ein sonstiger Nachweis beizufügen. Wurden zahntechnische Leistungen in Auftrag gegeben, ist eine den Erfordernissen des Absatzes 2 Nr. 5 entsprechende Rechnung des Dentallabors beizufügen; insoweit genügt es, in der Rechnung des Zahnarztes den Gesamtbetrag für diese Leistungen anzugeben. Leistungen, die auf Verlangen erbracht worden sind (§ 1 Abs. 2 Satz 2 und § 2 Abs. 3) sind als solche zu bezeichnen.","References: §2, §1 Abs. 2 Satz 2, §2 Abs. 3",1,454,22,0.01494,10.0,3.0,"[{'section': '2'}, {'section': '1', 'paragraph': '2', 'sentence': '2'}, {'section': '2', 'paragraph': '3'}]","Regel 6: Wurden zahntechnische Leistungen in Auftrag gegeben, muss der Rechnung des Dentallabors beigefügt sein. Im JSON-Schema bedeutet dies, dass bei zahntechnischen Leistungen ein Verweis auf die entsprechende Rechnung des Dentallabors vorhanden sein muss.",1,1750,596,0.0
§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(3),"Überschreitet die berechnete Gebühr nach Absatz 2 Nummer 2 das 2,3fache des Gebührensatzes, ist dies auf die einzelne Leistung bezogen für den Zahlungspflichtigen verständlich und nachvollziehbar schriftlich zu begründen. Auf Verlangen ist die Begründung näher zu erläutern. Soweit im Fall einer abweichenden Vereinbarung nach § 2 auch ohne die getroffene Vereinbarung ein Überschreiten der in Satz 1 genannten Steigerungssätze gerechtfertigt gewesen wäre, ist das Überschreiten auf Verlangen des Zahlungspflichtigen schriftlich zu begründen; die Sätze 1 und 2 gelten entsprechend. Die Bezeichnung der Leistung nach Absatz 2 Nr. 2 kann entfallen, wenn der Rechnung eine Zusammenstellung beigefügt ist, der die Bezeichnung für die abgerechnete Leistungsnummer entnommen werden kann. Bei Auslagen nach Absatz 2 Nr. 5 ist der Beleg oder ein sonstiger Nachweis beizufügen. Wurden zahntechnische Leistungen in Auftrag gegeben, ist eine den Erfordernissen des Absatzes 2 Nr. 5 entsprechende Rechnung des Dentallabors beizufügen; insoweit genügt es, in der Rechnung des Zahnarztes den Gesamtbetrag für diese Leistungen anzugeben. Leistungen, die auf Verlangen erbracht worden sind (§ 1 Abs. 2 Satz 2 und § 2 Abs. 3) sind als solche zu bezeichnen.","References: §2, §1 Abs. 2 Satz 2, §2 Abs. 3",1,454,22,0.01494,10.0,3.0,"[{'section': '2'}, {'section': '1', 'paragraph': '2', 'sentence': '2'}, {'section': '2', 'paragraph': '3'}]","Regel 7: Leistungen, die auf Verlangen erbracht worden sind, müssen als solche bezeichnet sein. Im JSON-Schema muss daher gekennzeichnet sein, wenn eine Leistung auf Verlangen des Zahlungspflichtigen erbracht wurde.",1,1750,596,0.0
§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(4),"Wird eine Leistung nach § 6 Absatz 1 berechnet, ist die entsprechend bewertete Leistung für den Zahlungspflichtigen verständlich zu beschreiben und mit dem Hinweis ""entsprechend"" sowie der Nummer und der Bezeichnung der als gleichwertig erachteten Leistung zu versehen.",References: §6 (1),1,132,7,0.00438,10.0,4.0,"[{'section': '6', 'paragraph': '1'}]","Regel 1: Wenn eine zahnärztliche Leistung, die nicht im Gebührenverzeichnis aufgeführt ist, in Rechnung gestellt wird, muss diese Leistung auf der Rechnung verständlich beschrieben werden.",1,868,128,0.0
§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(4),"Wird eine Leistung nach § 6 Absatz 1 berechnet, ist die entsprechend bewertete Leistung für den Zahlungspflichtigen verständlich zu beschreiben und mit dem Hinweis ""entsprechend"" sowie der Nummer und der Bezeichnung der als gleichwertig erachteten Leistung zu versehen.",References: §6 (1),1,132,7,0.00438,10.0,4.0,"[{'section': '6', 'paragraph': '1'}]","Regel 2: Die in Rechnung gestellte Leistung muss mit dem Hinweis ""entsprechend"" gekennzeichnet sein.",1,868,128,0.0
§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(4),"Wird eine Leistung nach § 6 Absatz 1 berechnet, ist die entsprechend bewertete Leistung für den Zahlungspflichtigen verständlich zu beschreiben und mit dem Hinweis ""entsprechend"" sowie der Nummer und der Bezeichnung der als gleichwertig erachteten Leistung zu versehen.",References: §6 (1),1,132,7,0.00438,10.0,4.0,"[{'section': '6', 'paragraph': '1'}]",Regel 3: Die Nummer und die Bezeichnung der als gleichwertig erachteten Leistung aus dem Gebührenverzeichnis müssen auf der Rechnung angegeben werden.,1,868,128,0.0
§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(4),"Wird eine Leistung nach § 6 Absatz 1 berechnet, ist die entsprechend bewertete Leistung für den Zahlungspflichtigen verständlich zu beschreiben und mit dem Hinweis ""entsprechend"" sowie der Nummer und der Bezeichnung der als gleichwertig erachteten Leistung zu versehen.",References: §6 (1),1,132,7,0.00438,10.0,4.0,"[{'section': '6', 'paragraph': '1'}]",,1,868,128,0.0
§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(5),Durch Vereinbarung mit öffentlich-rechtlichen Kostenträgern kann eine von den Vorschriften der Absätze 1 bis 4 abweichende Regelung getroffen werden.,References: Absätze 1 bis 4,1,105,9,0.0036899999999999,10.0,5.0,,,1,652,5,0.0
§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(6),"Die Übermittlung von Daten an einen Dritten zum Zwecke der Abrechnung ist nur zulässig, wenn der Betroffene gegenüber dem Zahnarzt in die Übermittlung der für die Abrechnung erforderlichen Daten schriftlich eingewilligt und den Zahnarzt insoweit schriftlich von seiner Schweigepflicht entbunden hat.",The text does not mention any references to other paragraphs.,1,145,11,0.00501,10.0,6.0,,,1,692,5,0.0
§ 11 Übergangsvorschrift ,,"Die Gebührenordnung für Zahnärzte in der vor dem 1. Januar 2012 geltenden Fassung gilt weiter für 1. Leistungen, die vor dem Inkrafttreten der Verordnung vom 5. Dezember 2011 (BGBl. I S. 2661) erbracht worden sind, 2. vor dem Inkrafttreten der Verordnung vom  5. Dezember 2011 (BGBl I S. 2661) begonnene Leistungen nach den Nummern 215 bis 222, 500 bis 523 und 531 bis 534 des Gebührenverzeichnisses der Gebührenordnung für Zahnärzte in der vor dem 1. Januar 2012 geltenden Fassung, wenn sie erst nach Inkrafttreten der Verordnung vom  5. Dezember 2011 (BGBl I S. 2661) beendet werden, 3. Leistungen des Gebührenverzeichnisses der Gebührenordnung für Zahnärzte in der vor dem 1. Januar 2012 geltenden Fassung, die auf Grund einer vor dem Inkrafttreten der Verordnung vom  5. Dezember 2011 (BGBl I S. 2661) geplanten und begonnenen kieferorthopädischen Behandlung bis zum Behandlungsabschluss, längstens jedoch bis zum Ablauf von vier Jahren nach Inkrafttreten dieser Verordnung, erbracht werden.",The text does not mention any references to other paragraphs.,1,400,11,0.01266,11.0,,,,1,947,433,0.0
§ 12 Überprüfung ,,Die Bundesregierung prüft die Auswirkungen der Neustrukturierung und Obewertung der Leistungen der Gebührenordnung für Zahnärzte. Sie berichtet dem Bundesrat bis spätestens Mitte des Jahres 2015 über das Ergebnis der Prüfung und die tragenden Gründe.,The text does not mention any references to other paragraphs.,1,130,11,0.00456,12.0,,,,1,677,5,0.0
