,number,content,section,Punktzahl,1.0-fach,2.3-fach,3.5-fach,reference,parsed_references,rule,llm_response,query,llm_inputs,llm_calls,prompt_tokens,completion_tokens,total_cost,parsed_code
219,9003,"Verwenden einer Orientierungs -
schablone/Positionierungsschab -
lone zur Implantation, je Kiefer
Bei Verwendung einer Orientie -
rungsschablone sind die Material-
und Laborkosten gesondert be -
rechnungsfähig.",K_Implantologische_Leistungen,100.0,5.62,12.94,19.68,The text does not mention any references to other paragraphs.,,"Bei Verwendung einer Orientie -
rungsschablone sind die Material-
und Laborkosten gesondert be -
rechnungsfähig.",,,,,,,,"
"
220,9005,"Verwenden einer auf dreidimen -
sionale Daten gestützten Naviga -
tionsschablone/chirurgischen
Führungsschablone zur Implanta -
tion, gegebenenfalls einschließlich
Fixierung, je Kiefer
Die verwendeten Fixierungsele -
mente sowie die Material- und
Laborkosten der Navigationsschab -
lone sind gesondert berechnungs -
fähig.",K_Implantologische_Leistungen,300.0,16.87,38.81,59.05,The text does not mention any references to other paragraphs.,,Die verwendeten Fixierungselemente sowie die Material- und Laborkosten der Navigationsschablone sind gesondert berechnungsfähig.,,,,,,,,"
"
221,9010,"Implantatinsertion, je Implantat
Präparieren einer Knochenkavität
für ein enossales Implantat, Einset -
zen einer Implantatschablone zur
Überprüfung der Knochenkavität
(z.B. Tiefenlehre), gegebenenfalls
einschließlich Knochenkondensa -
tion, Knochenglättung im Bereich
des Implantats, Einbringen eines
enossalen Implantats einschließlich
Verschlussschraube und gegebe -
nenfalls Einbringen von Auf-
bauelementen bei offener Einhei -
lung sowie Wundverschluss",K_Implantologische_Leistungen,1545.0,86.89,199.86,304.13,The text does not mention any references to other paragraphs.,,,,,,,,,,
222,9020,"Insertion eines Implantats zum
temporären Verbleib, auch ortho -
dontisches Implantat",K_Implantologische_Leistungen,515.0,28.96,66.62,101.38,The text does not mention any references to other paragraphs.,,,,,,,,,,
223,9040,"Freilegen eines Implantats, und
Einfügen eines oder mehrerer Auf -
bauelemente (z.B. eines Gingiva -
formers) bei einem zweiphasigen
Implantatsystem",K_Implantologische_Leistungen,626.0,35.21,80.98,123.23,The text does not mention any references to other paragraphs.,,,,,,,,,,
224,9050,"Entfernen und Wiedereinsetzen
sowie Auswechseln eines oder
mehrerer Aufbauelemente bei
einem zweiphasigen Implantatsys -
tem während der rekonstruktiven
Phase
1. Die Leistung nach der Nummer 9050 ist nicht neben den Leistun -
gen nach den Nummern 9010 und 9040 berechnungsfähig.
2. Die Leistung nach der Nummer 9050 ist je Implantat höchstens
dreimal und höchstens einmal je
Sitzung berechnungsfähig.",K_Implantologische_Leistungen,313.0,17.6,40.49,61.61,"References: Nummer 9050, Nummer 9010, Nummer 9040",,1. Die Leistung nach der Nummer 9050 ist nicht neben den Leistungen nach den Nummern 9010 und 9040 berechnungsfähig.,,,,,,,,"
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    member(service(9050, _, _, _, _, _, _, _), Services),
    (member(service(9010, _, _, _, _, _, _, _), Services) ; member(service(9040, _, _, _, _, _, _, _), Services)),
    print('Service 9050 cannot be billed alongside services 9010 and 9040.'),
    true.
"
225,9050,"Entfernen und Wiedereinsetzen
sowie Auswechseln eines oder
mehrerer Aufbauelemente bei
einem zweiphasigen Implantatsys -
tem während der rekonstruktiven
Phase
1. Die Leistung nach der Nummer 9050 ist nicht neben den Leistun -
gen nach den Nummern 9010 und 9040 berechnungsfähig.
2. Die Leistung nach der Nummer 9050 ist je Implantat höchstens
dreimal und höchstens einmal je
Sitzung berechnungsfähig.",K_Implantologische_Leistungen,313.0,17.6,40.49,61.61,"References: Nummer 9050, Nummer 9010, Nummer 9040",,2. Die Leistung nach der Nummer 9050 ist je Implantat höchstens dreimal und höchstens einmal je Sitzung berechnungsfähig.,,,,,,,,"
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    findall(S, (member(service(9050, Date, _, _, _, _, _, Teeth), Services), member(tooth(_, _), Teeth)), List),
    length(List, Count),
    Count > 3,
    print('Service 9050 can be billed a maximum of three times per implant.'),
    true.

is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    findall(D, member(service(9050, D, _, _, _, _, _, _), Services), Dates),
    sort(Dates, SortedDates),
    length(SortedDates, Count),
    Count > 1,
    print('Service 9050 can be billed a maximum of once per session.'),
    true.
"
226,9060,"Auswechseln von Aufbauelemen -
ten (Sekundärteilen) im Reparatur -
fall
Die Leistung nach der Nummer 9060 ist für ein Implantat höchs -
tens einmal je Sitzung berech -
nungsfähig.",K_Implantologische_Leistungen,313.0,17.6,40.49,61.61,The text does not mention any references to other paragraphs.,,Die Leistung nach der Nummer 9060 ist für ein Implantat höchstens einmal je Sitzung berechnungsfähig.,,,,,,,,"
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    findall(D, member(service(9060, D, _, _, _, _, _, _), Services), Dates),
    sort(Dates, SortedDates),
    length(SortedDates, Count),
    Count > 1,
    print('Service 9060 can be billed a maximum of once per session for an implant.'),
    true.
"
227,9090,"Knochengewinnung (z.B. Knochen -
kollektor oder Knochenschaber),
Knochenaufbereitung und -im -
plantation, auch zur Weichteilun -
terfütterung
Die Kosten eines einmal verwend -
baren Knochenkollektors oder
-schabers sind gesondert berech -
nungsfähig.",K_Implantologische_Leistungen,400.0,22.5,51.74,78.74,The text does not mention any references to other paragraphs.,,Die Kosten eines einmal verwendbaren Knochenkollektors oder -schabers sind gesondert berechnungsfähig.,,,,,,,,"
"
228,9100,"Aufbau des Alveolarfortsatzes
durch Augmentation ohne zusätzli -
che Stabilisierungsmaßnahmen, je
Kieferhälfte oder Frontzahnbereich
Mit der Leistung nach der Nummer 9100 sind folgende Leistungen
abgegolten: Lagerbildung, Glät -
tung des Alveolarfortsatzes, gege -
benenfalls Entnahme von Knochen
innerhalb des Aufbaugebietes,
Einbringung von Aufbaumaterial
(Knochen und/oder Knochener -
satzmaterial) und Wundverschluss
mit vollständiger Schleimhautab -
deckung, gegebenenfalls ein -
schließlich Einbringung und Fixie-
rung resorbierbarer oder nicht re -
sorbierbarer Barrieren
1. Die Leistung nach der Nummer 9100 ist für die Glättung des Alveo -
larfortsatzes im Bereich des Implan -
tatbettes nicht berechnungsfähig.
2. Neben der Leistung nach der
Nummer 9100 sind die Leistungen
nach der Nummer 9130 nicht be -
rechnungsfähig.
3. Wird die Leistung nach der Num -
mer 9100 in derselben Kieferhälfte
neben der Leistung nach der Num -
mer 9110 erbracht, ist die Hälfte der
Gebühr der Nummer 9100 berech -
nungsfähig.
4. Wird die Leistung nach der Num -
mer 9100 in derselben Kieferhälfte
neben der Leistung nach der Num -
mer 9120 erbracht, ist ein Drittel der
Gebühr der Nummer 9100 berech -
nungsfähig.",K_Implantologische_Leistungen,2694.0,151.52,348.49,530.31,"References: Nummer 9100, Nummer 9130, Nummer 9110, Nummer 9120",,1. Die Leistung nach der Nummer 9100 ist für die Glättung des Alveolarfortsatzes im Bereich des Implantatbettes nicht berechnungsfähig.,,,,,,,,"
"
229,9100,"Aufbau des Alveolarfortsatzes
durch Augmentation ohne zusätzli -
che Stabilisierungsmaßnahmen, je
Kieferhälfte oder Frontzahnbereich
Mit der Leistung nach der Nummer 9100 sind folgende Leistungen
abgegolten: Lagerbildung, Glät -
tung des Alveolarfortsatzes, gege -
benenfalls Entnahme von Knochen
innerhalb des Aufbaugebietes,
Einbringung von Aufbaumaterial
(Knochen und/oder Knochener -
satzmaterial) und Wundverschluss
mit vollständiger Schleimhautab -
deckung, gegebenenfalls ein -
schließlich Einbringung und Fixie-
rung resorbierbarer oder nicht re -
sorbierbarer Barrieren
1. Die Leistung nach der Nummer 9100 ist für die Glättung des Alveo -
larfortsatzes im Bereich des Implan -
tatbettes nicht berechnungsfähig.
2. Neben der Leistung nach der
Nummer 9100 sind die Leistungen
nach der Nummer 9130 nicht be -
rechnungsfähig.
3. Wird die Leistung nach der Num -
mer 9100 in derselben Kieferhälfte
neben der Leistung nach der Num -
mer 9110 erbracht, ist die Hälfte der
Gebühr der Nummer 9100 berech -
nungsfähig.
4. Wird die Leistung nach der Num -
mer 9100 in derselben Kieferhälfte
neben der Leistung nach der Num -
mer 9120 erbracht, ist ein Drittel der
Gebühr der Nummer 9100 berech -
nungsfähig.",K_Implantologische_Leistungen,2694.0,151.52,348.49,530.31,"References: Nummer 9100, Nummer 9130, Nummer 9110, Nummer 9120",,2. Neben der Leistung nach der Nummer 9100 sind die Leistungen nach der Nummer 9130 nicht berechnungsfähig.,"Rule 1:
Thoughts: This rule states that if service 9100 is provided, then service 9130 cannot be charged. We can check this by looking for the presence of both services in the invoice. If both are found, the invoice is invalid.

Translation:
```prolog
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    member(service(9100, _, _, _, _, _, _, _), Services),
    member(service(9130, _, _, _, _, _, _, _), Services),
    print('Rule 1 violation: Service 9100 and 9130 cannot be charged together.'),
    true.
```

Rule 2:
Thoughts: This rule states that if service 9100 and 9110 are provided on the same jaw side, then only half of the fee for service 9100 can be charged. We need to check if both services are provided on the same jaw side and if the charge for service 9100 is more than half of its original fee.

Translation:
```prolog
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    member(service(9100, _, _, _, Charge9100, _, _, Teeth9100), Services),
    member(service(9110, _, _, _, _, _, _, Teeth9110), Services),
    intersection(Teeth9100, Teeth9110, CommonTeeth),
    CommonTeeth \= [],
    Charge9100 > (Charge9100 / 2),
    print('Rule 2 violation: Service 9100 and 9110 are provided on the same jaw side but the charge for service 9100 is more than half of its original fee.'),
    true.
```

Rule 3:
Thoughts: This rule is similar to Rule 2, but it states that if service 9100 and 9120 are provided on the same jaw side, then only a third of the fee for service 9100 can be charged.

Translation:
```prolog
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    member(service(9100, _, _, _, Charge9100, _, _, Teeth9100), Services),
    member(service(9120, _, _, _, _, _, _, Teeth9120), Services),
    intersection(Teeth9100, Teeth9120, CommonTeeth),
    CommonTeeth \= [],
    Charge9100 > (Charge9100 / 3),
    print('Rule 3 violation: Service 9100 and 9120 are provided on the same jaw side but the charge for service 9100 is more than a third of its original fee.'),
    true.
```

Rule 4:
Thoughts: This rule states that service 9110 cannot be charged alongside services 9120 and 9130 for the same implant cavity. We need to check if service 9110 is provided and if services 9120 or 9130 are also provided for the same teeth.

Translation:
```prolog
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    member(service(9110, _, _, _, _, _, _, Teeth9110), Services),
    (member(service(9120, _, _, _, _, _, _, Teeth9120), Services);
    member(service(9130, _, _, _, _, _, _, Teeth9130), Services)),
    (intersection(Teeth9110, Teeth9120, CommonTeeth);
    intersection(Teeth9110, Teeth9130, CommonTeeth)),
    CommonTeeth \= [],
    print('Rule 4 violation: Service 9110 is provided alongside services 9120 or 9130 for the same implant cavity.'),
    true.
```

Rule 5:
Thoughts: This rule is similar to Rule 1, but it states that if service 9130 is provided, then service 9100 cannot be charged. We can check this by looking for the presence of both services in the invoice. If both are found, the invoice is invalid.

Translation:
```prolog
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    member(service(9130, _, _, _, _, _, _, _), Services),
    member(service(9100, _, _, _, _, _, _, _), Services),
    print('Rule 5 violation: Service 9130 and 9100 cannot be charged together.'),
    true.
```

Rule 6:
Thoughts: This rule states that if one or more bone blocks are removed, then double the fee for service 9140 can be charged. We need to check if service 9140 is provided and if the charge is more than double its original fee.

Translation:
```prolog
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    member(service(9140, _, _, _, Charge9140, _, _, _), Services),
    Charge9140 > (Charge9140 * 2),
    print('Rule 6 violation: One or more bone blocks are removed but the charge for service 9140 is more than double its original fee.'),
    true.
```

Rule 7:
Thoughts: This rule is more of a definition than a rule that can be checked against an invoice. It defines what a bone block is in the context of the GOZ. Therefore, it cannot be translated into a Prolog rule.

Translation:
```prolog
```

Rule 8:
Thoughts: This rule states that the removal of an implant is covered by the fees for services 3000 and 3030. We need to check if an implant removal service is provided and if services 3000 or 3030 are not provided.

Translation:
```prolog
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    member(service(ImplantRemoval, _, _, _, _, _, _, _), Services),
    ImplantRemoval > 9000, % Assuming that implant removal services have service numbers greater than 9000
    \+ member(service(3000, _, _, _, _, _, _, _), Services),
    \+ member(service(3030, _, _, _, _, _, _, _), Services),
    print('Rule 8 violation: An implant removal service is provided but services 3000 or 3030 are not provided.'),
    true.
```",,"Given this rules from the german GOZ:
---
2. Neben der Leistung nach der Nummer 9100 sind die Leistungen nach der Nummer 9130 nicht berechnungsfähig.
---
3. Wird die Leistung nach der Nummer 9100 in derselben Kieferhälfte neben der Leistung nach der Nummer 9110 erbracht, ist die Hälfte der Gebühr der Nummer 9100 berechnungsfähig.
---
4. Wird die Leistung nach der Nummer 9100 in derselben Kieferhälfte neben der Leistung nach der Nummer 9120 erbracht, ist ein Drittel der Gebühr der Nummer 9100 berechnungsfähig.
---
Die Leistung nach der Nummer 9110 ist für dieselbe Implantatkavi -
tät nicht neben den Leistungen
nach den Nummern 9120 und 9130 berechnungsfähig.
---
Neben der Leistung nach der Nummer 9130 ist die Leistung nach der Nummer 9100 nicht berechnungsfähig.
---
Bei Entnahme von einem oder mehreren Knochenblöcken ist das Doppelte der Gebühr nach der Nummer 9140 berechnungsfähig.
---
Von einem Knochenblock im Sinne dieser Abrechnungsbestimmung ist auszugehen, wenn dieser bei der Implantation eigenständig fixiert werden muss.
---
Die Entfernung eines Implantats ist mit der Gebühr für die Leistungen nach den Nummern 3000 und 3030 abgegolten.
---


And this predicates:
```prolog
invoice(
    % A Service is defined trough its Service Number (Service), the date / session when it was rendered, its multiplier, the teeth it is applied to, ...
    [service(Service, date(Year, Month, Day), Multiplier, PointScore, Charge, Description, Justification, [tooth(Area, Postion), ...]), ... ],
    % Billed Material Costs are defined trough the Section of the GOZ which allows its billing, the date / session when it was rendered, its multiplier, ...
    [material_cost(GOZ_Section, date(Year, Month, Day), Multiplier, Count, Charge, Description, Justification, [tooth(Area, Postion), ...]), ... ],
    invoice_date(date(Year, Month, Day)),
    invoice_amount(InvoiceAmount)
).
% Charge = (round(PointValue in Euros * Multiplier * PointScore * 100)) / 100
% A Tooth on which a Service is applied is uniquely defined by the combination of its area and position in this area: tooth(Area, Postion) nummerated after the FDI-Zahnschema
% Area = 1 -> Right upper jaw
% Area = 2 -> Left upper jaw
% Area = 3 -> Left lower jaw
% Area = 4 -> Right lower jaw
% Position is exact position of this tooth in its area (from 1 to 8)
% Example invoice
invoice(
    [
        service(11111, date(2023, 10, 01), 1, 100, 5.62, 'Teeth Cleaning', '', [tooth(1,7)]),
        service(11111, date(2023, 10, 01), 1, 100, 5.62, 'Teeth Cleaning', '', [tooth(1,6)]),
        service(987654, date(2023, 10, 01), 3.5, 200, 39.37, 'Tooth Filling', 'Very time consuming', [tooth(1,7), tooth(1,6)]),
        service(123456, date(2023, 10, 02), 2.3, 150, 19.40, 'Consultation', '', [])
    ],
    [
        material_cost('§ 4 (1)', date(2023, 10, 02), 1, 1, 40.00, 'Fill Material', 'Auslagen', [tooth(1,7), tooth(1,6)])
    ]
    invoice_date(date(2023, 10, 04),
    invoice_amount(110.01)
).
```
The 8 rules indicate conditions and restrictions stated in the GOZ that should be adhered to when creating an invoice.
We want to mark invoices as invalid if they do not adhere to those rules.
Which of those rules can you translate into prolog code given following restriction:
Only translate the rules as they are, do not include any examples.
Be as accurate as possible.
You must be able to exactly define every new predicate based on the given ones.
Do not make any assumptions which are not given.
Translate the rules where a translation given the restrictions is possible.
To determine if an invoice is correct, use the predicate 
```prolog
is_invoice_invalid(Invoice) : -
    Invoice = invoice(Services, Material_Costs, invoice_date(date(Year, Month, Day), invoice_amount(InvoiceAmount)),
    % The corresponding rule (only one rule for each predicate)
    % Please double check that the prolog code you write in here is semantically equivalent to the rule in the text.
    print(...), % When rule is not fulfilled and therefore the invoice is invalid, print the reason for the invalidity of the invoice
    true. % Then the invoice is invalid.
```
Use this predicate to check each rule individually. Before you translate a rule, think about it.
Expected format:
---
Rule 1:
Thoughts: ...
Translation:
```prolog
% code here (is_invoice_invalid/1 predicate with potential helper predicates for this rule)
```
---
Rule 2:
Thoughts: ...
Translation:
```prolog
% code here (is_invoice_invalid/1 predicate with potential helper predicates for this rule)
```
---
... 

When you can not translate leaf the code section empty like this:
---
Rule X:
Thoughts: ...
Translation:
```prolog
```
---

So you should have a block for each of the 8 given rules at the end.
For translated rules include print statements, so that the user can see the reason for the invalidity of the invoice.
When you calculate with currencies, always round the result to two digits with round(X*100)/100 and always calculate in Euros (even after summation).
I only want to have exactly defined rules.
First, think step by step how you would translate a rule, then translate it. Explain your thoughts step by step.",1.0,1494.0,1326.0,0.12438,"
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    member(service(9100, _, _, _, _, _, _, _), Services),
    member(service(9130, _, _, _, _, _, _, _), Services),
    print('Rule 1 violation: Service 9100 and 9130 cannot be charged together.'),
    true.
"
230,9100,"Aufbau des Alveolarfortsatzes
durch Augmentation ohne zusätzli -
che Stabilisierungsmaßnahmen, je
Kieferhälfte oder Frontzahnbereich
Mit der Leistung nach der Nummer 9100 sind folgende Leistungen
abgegolten: Lagerbildung, Glät -
tung des Alveolarfortsatzes, gege -
benenfalls Entnahme von Knochen
innerhalb des Aufbaugebietes,
Einbringung von Aufbaumaterial
(Knochen und/oder Knochener -
satzmaterial) und Wundverschluss
mit vollständiger Schleimhautab -
deckung, gegebenenfalls ein -
schließlich Einbringung und Fixie-
rung resorbierbarer oder nicht re -
sorbierbarer Barrieren
1. Die Leistung nach der Nummer 9100 ist für die Glättung des Alveo -
larfortsatzes im Bereich des Implan -
tatbettes nicht berechnungsfähig.
2. Neben der Leistung nach der
Nummer 9100 sind die Leistungen
nach der Nummer 9130 nicht be -
rechnungsfähig.
3. Wird die Leistung nach der Num -
mer 9100 in derselben Kieferhälfte
neben der Leistung nach der Num -
mer 9110 erbracht, ist die Hälfte der
Gebühr der Nummer 9100 berech -
nungsfähig.
4. Wird die Leistung nach der Num -
mer 9100 in derselben Kieferhälfte
neben der Leistung nach der Num -
mer 9120 erbracht, ist ein Drittel der
Gebühr der Nummer 9100 berech -
nungsfähig.",K_Implantologische_Leistungen,2694.0,151.52,348.49,530.31,"References: Nummer 9100, Nummer 9130, Nummer 9110, Nummer 9120",,"3. Wird die Leistung nach der Nummer 9100 in derselben Kieferhälfte neben der Leistung nach der Nummer 9110 erbracht, ist die Hälfte der Gebühr der Nummer 9100 berechnungsfähig.",,,,,,,,"
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    member(service(9100, _, _, _, Charge9100, _, _, Teeth9100), Services),
    member(service(9110, _, _, _, _, _, _, Teeth9110), Services),
    intersection(Teeth9100, Teeth9110, CommonTeeth),
    CommonTeeth \= [],
    Charge9100 > (Charge9100 / 2),
    print('Rule 2 violation: Service 9100 and 9110 are provided on the same jaw side but the charge for service 9100 is more than half of its original fee.'),
    true.
"
231,9100,"Aufbau des Alveolarfortsatzes
durch Augmentation ohne zusätzli -
che Stabilisierungsmaßnahmen, je
Kieferhälfte oder Frontzahnbereich
Mit der Leistung nach der Nummer 9100 sind folgende Leistungen
abgegolten: Lagerbildung, Glät -
tung des Alveolarfortsatzes, gege -
benenfalls Entnahme von Knochen
innerhalb des Aufbaugebietes,
Einbringung von Aufbaumaterial
(Knochen und/oder Knochener -
satzmaterial) und Wundverschluss
mit vollständiger Schleimhautab -
deckung, gegebenenfalls ein -
schließlich Einbringung und Fixie-
rung resorbierbarer oder nicht re -
sorbierbarer Barrieren
1. Die Leistung nach der Nummer 9100 ist für die Glättung des Alveo -
larfortsatzes im Bereich des Implan -
tatbettes nicht berechnungsfähig.
2. Neben der Leistung nach der
Nummer 9100 sind die Leistungen
nach der Nummer 9130 nicht be -
rechnungsfähig.
3. Wird die Leistung nach der Num -
mer 9100 in derselben Kieferhälfte
neben der Leistung nach der Num -
mer 9110 erbracht, ist die Hälfte der
Gebühr der Nummer 9100 berech -
nungsfähig.
4. Wird die Leistung nach der Num -
mer 9100 in derselben Kieferhälfte
neben der Leistung nach der Num -
mer 9120 erbracht, ist ein Drittel der
Gebühr der Nummer 9100 berech -
nungsfähig.",K_Implantologische_Leistungen,2694.0,151.52,348.49,530.31,"References: Nummer 9100, Nummer 9130, Nummer 9110, Nummer 9120",,"4. Wird die Leistung nach der Nummer 9100 in derselben Kieferhälfte neben der Leistung nach der Nummer 9120 erbracht, ist ein Drittel der Gebühr der Nummer 9100 berechnungsfähig.",,,,,,,,"
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    member(service(9100, _, _, _, Charge9100, _, _, Teeth9100), Services),
    member(service(9120, _, _, _, _, _, _, Teeth9120), Services),
    intersection(Teeth9100, Teeth9120, CommonTeeth),
    CommonTeeth \= [],
    Charge9100 > (Charge9100 / 3),
    print('Rule 3 violation: Service 9100 and 9120 are provided on the same jaw side but the charge for service 9100 is more than a third of its original fee.'),
    true.
"
232,9110,"Geschlossene Sinusbodeneleva -
tion vom Kieferkamm aus (interner
Sinuslift)
Mit einer Leistung nach der Num -
mer 9110 sind folgende Leistun -
gen abgegolten: Schaffung des
Zugangs durch die Alveole oder
das Implantatfach, Anhebung des
Kieferhöhlenbodens durch kno -
chenverdrängende oder knochen -
verdichtende Maßnahmen und
der Kieferhöhlenmembran, Ent -
nahme von Knochenspänen inner -
halb des Aufbaugebietes des
Implantatfaches und Einbringen
von Aufbaumaterial (Knochen
und/oder Knochenersatzmaterial)
Die Leistung nach der Nummer 9110 ist für dieselbe Implantatkavi -
tät nicht neben den Leistungen
nach den Nummern 9120 und 9130 berechnungsfähig.",K_Implantologische_Leistungen,1500.0,84.36,194.04,295.27,"References: Nummer 9110, Nummern 9120 und 9130",,"Die Leistung nach der Nummer 9110 ist für dieselbe Implantatkavi -
tät nicht neben den Leistungen
nach den Nummern 9120 und 9130 berechnungsfähig.",,,,,,,,"
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    member(service(9110, _, _, _, _, _, _, Teeth9110), Services),
    (member(service(9120, _, _, _, _, _, _, Teeth9120), Services);
    member(service(9130, _, _, _, _, _, _, Teeth9130), Services)),
    (intersection(Teeth9110, Teeth9120, CommonTeeth);
    intersection(Teeth9110, Teeth9130, CommonTeeth)),
    CommonTeeth \= [],
    print('Rule 4 violation: Service 9110 is provided alongside services 9120 or 9130 for the same implant cavity.'),
    true.
"
233,9120,"Sinusbodenelevation durch ex -
terne Knochenfensterung (exter -
ner Sinuslift), je Kieferhälfte
Mit einer Leistung nach der Num -
mer 9120 sind folgende Leistun -
gen abgegolten: Schaffung des
Zugangs zur Kieferhöhle durch
Knochenfensterung (auch Kno -
chendeckel), Präparation der Kie -
ferhöhlenmembran, Anhebung
des Kieferhöhlenbodens und der
Kieferhöhlenmembran, Lagerbil -
dung, gegebenenfalls Entnahme
von Knochenspänen innerhalb
des Aufbaugebietes, Einbringung
von Aufbaumaterial (Knochen
und/oder Knochenersatzmaterial),
gegebenenfalls Einbringung resor -
bierbarer oder nicht resorbierbarer
Barrieren €einschließlich Fixierung 䴄
gegebenenfalls Reposition des
Knochendeckels, Verschluss der
Kieferhöhle und Wundverschluss",K_Implantologische_Leistungen,3000.0,168.73,388.07,590.54,The text does not contain any references to other paragraphs.,,,,,,,,,,
234,9130,"Spaltung und Spreizung von Kno -
chensegmenten (Bone Splitting),
gegebenenfalls mit Auffüllung der
Spalträume mittels Knochen oder
Knochenersatzmaterial, gegebe -
nenfalls einschließlich zusätzlicher
Osteosynthesemaßnahmen, gege -
benenfalls einschließlich Einbrin -
gung resorbierbarer oder nicht
resorbierbarer Barrieren und deren
Fixierung je Kieferhälfte oder Front -
zahnbereich, oder vertikale Distrak -
tion des Alveolarfortsatzes ein-
schließlich Fixierung, je Kieferhälfte
oder Frontzahnbereich
Neben der Leistung nach der
Nummer 9130 ist die Leistung nach
der Nummer 9100 nicht berech -
nungsfähig.",K_Implantologische_Leistungen,1540.0,86.61,199.21,303.14,"References: Nummer 9130, Nummer 9100",,Neben der Leistung nach der Nummer 9130 ist die Leistung nach der Nummer 9100 nicht berechnungsfähig.,,,,,,,,"
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    member(service(9130, _, _, _, _, _, _, _), Services),
    member(service(9100, _, _, _, _, _, _, _), Services),
    print('Rule 5 violation: Service 9130 and 9100 cannot be charged together.'),
    true.
"
235,9140,"Intraorale Entnahme von Knochen
außerhalb des Aufbaugebietes ge -
gebenenfalls einschließlich Aufbe -
reitung des Knochenmaterials
und/oder der Aufnahmeregion,
einschließlich der notwendigen Ver -
sorgung der Entnahmestelle, je Kie -
ferhälfte oder Frontzahnbereich
Bei Entnahme von einem oder
mehreren Knochenblöcken ist das
Doppelte der Gebühr nach der
Nummer 9140 berechnungsfähig.
Von einem Knochenblock im
Sinne dieser Abrechnungsbestim -
mung ist auszugehen, wenn dieser
bei der Implantation eigenständig
fixiert werden muss.",K_Implantologische_Leistungen,650.0,36.56,84.08,127.95,References: Nummer 9140,,Bei Entnahme von einem oder mehreren Knochenblöcken ist das Doppelte der Gebühr nach der Nummer 9140 berechnungsfähig.,,,,,,,,"
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    member(service(9140, _, _, _, Charge9140, _, _, _), Services),
    Charge9140 > (Charge9140 * 2),
    print('Rule 6 violation: One or more bone blocks are removed but the charge for service 9140 is more than double its original fee.'),
    true.
"
236,9140,"Intraorale Entnahme von Knochen
außerhalb des Aufbaugebietes ge -
gebenenfalls einschließlich Aufbe -
reitung des Knochenmaterials
und/oder der Aufnahmeregion,
einschließlich der notwendigen Ver -
sorgung der Entnahmestelle, je Kie -
ferhälfte oder Frontzahnbereich
Bei Entnahme von einem oder
mehreren Knochenblöcken ist das
Doppelte der Gebühr nach der
Nummer 9140 berechnungsfähig.
Von einem Knochenblock im
Sinne dieser Abrechnungsbestim -
mung ist auszugehen, wenn dieser
bei der Implantation eigenständig
fixiert werden muss.",K_Implantologische_Leistungen,650.0,36.56,84.08,127.95,References: Nummer 9140,,"Von einem Knochenblock im Sinne dieser Abrechnungsbestimmung ist auszugehen, wenn dieser bei der Implantation eigenständig fixiert werden muss.",,,,,,,,"
"
237,9150,"Fixation oder Stabilisierung des
Augmentates durch Osteosynthe -
semaßnahmen (z.B. Schrauben-
oder Plattenosteosynthese oder Ti -
tannetze), zusätzlich zu der Leis -
tung nach der Nummer 9100, je
Kieferhälfte oder Frontzahnbe -
reich",K_Implantologische_Leistungen,675.0,37.96,87.32,132.87,"The text references to the paragraph with the number 9100.

References: Nummer 9100",,,,,,,,,,
238,9160,"Entfernung unter der Schleimhaut
liegender Materialien (z.B. Barrie -
ren €einschließlich Fixierung €,
Osteosynthesematerial), je Kiefer -
hälfte oder Frontzahnbereich",K_Implantologische_Leistungen,330.0,18.56,42.69,64.96,The text does not mention any references to other paragraphs.,,,,,,,,,,
