,section,subsection,content,reference,section_number,paragraph_number,parsed_references,rule,llm_response,query,llm_inputs,llm_calls,prompt_tokens,completion_tokens,total_cost,parsed_code
34,§ 9 Ersatz von Auslagen für zahntechnische Leistungen ,(1),"Neben den für die einzelnen zahnärztlichen Leistungen vorgesehenen Gebühren können als Auslagen die dem Zahnarzt tatsächlich entstandenen angemessenen Kosten für zahntechnische Leistungen berechnet werden, soweit diese Kosten nicht nach den Bestimmungen des Gebührenverzeichnisses mit den Gebühren abgegolten sind.",The text does not mention any references to other paragraphs.,9.0,1.0,,,,,,,,,,
35,§ 9 Ersatz von Auslagen für zahntechnische Leistungen ,(2),"Der Zahnarzt hat dem Zahlungspflichtigen vor der Behandlung einen Kostenvoranschlag des gewerblichen oder des praxiseigenen Labors über die voraussichtlich entstehenden Kosten für zahntechnische Leistungen anzubieten und auf dessen Verlangen in Textform vorzulegen, sofern die Kosten insgesamt voraussichtlich einen Betrag von 1.000 Euro überschreiten. Für Behandlungen, die auf der Grundlage eines Heil- und Kostenplans für einen Behandlungszeitraum von mehr als zwölf Monaten geplant werden, gilt Satz 1 nur, sofern voraussichtlich bereits innerhalb eines Zeitraums von sechs Monaten Kosten von mehr als 1.000 Euro entstehen. Der Kostenvoranschlag muss die voraussichtlichen Gesamtkosten für zahntechnische Leistungen und die dabei verwendeten Materialien angeben. Art, Umfang und Ausführung der einzelnen Leistungen, Berechnungsgrundlage und Herstellungsort der zahntechnischen Leistungen sind dem Zahlungspflichtigen auf Verlangen näher zu erläutern. Ist eine Überschreitung der im Kostenvoranschlag genannten Kosten um mehr als 15 vom Hundert zu erwarten, hat der Zahnarzt den Zahlungspflichtigen hierüber unverzüglich in Textform zu unterrichten.",The text does not contain any references to other paragraphs.,9.0,2.0,,"Ist eine Überschreitung der im Kostenvoranschlag genannten Kosten um mehr als 15 vom Hundert zu erwarten, hat der Zahnarzt den Zahlungspflichtigen hierüber unverzüglich in Textform zu unterrichten.","Rule 1:
Thoughts: The rule states that if the cost exceeds the cost mentioned in the estimate by more than 15%, the dentist must inform the payer immediately in text form. In terms of Prolog, we can interpret this as checking if the total cost of the services and material costs in the invoice exceeds the invoice amount by more than 15%. If it does, we print a message indicating the invoice is invalid due to this rule.

Translation:
```prolog
% Helper predicate to calculate total cost of services
total_service_cost([], 0).
total_service_cost([service(_, _, _, _, Charge, _, _, _) | Rest], TotalCost) :-
    total_service_cost(Rest, RestTotalCost),
    TotalCost is round((Charge + RestTotalCost) * 100) / 100.

% Helper predicate to calculate total cost of material costs
total_material_cost([], 0).
total_material_cost([material_cost(_, _, _, _, Charge, _, _, _) | Rest], TotalCost) :-
    total_material_cost(Rest, RestTotalCost),
    TotalCost is round((Charge + RestTotalCost) * 100) / 100.

is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, Material_Costs, _, invoice_amount(InvoiceAmount)),
    total_service_cost(Services, TotalServiceCost),
    total_material_cost(Material_Costs, TotalMaterialCost),
    TotalCost is round((TotalServiceCost + TotalMaterialCost) * 100) / 100,
    ExceedsBy15Percent is round((InvoiceAmount * 1.15) * 100) / 100,
    TotalCost > ExceedsBy15Percent,
    print('Invoice is invalid: The total cost exceeds the invoice amount by more than 15%.'),
    true.
```
In this translation, we first calculate the total cost of services and material costs separately using helper predicates. Then we calculate the total cost by adding these two costs. We also calculate the invoice amount increased by 15%. If the total cost exceeds this value, we print a message indicating the invoice is invalid due to this rule and return true to indicate the invoice is invalid.",,"Given this rules from the german GOZ:
---
Ist eine Überschreitung der im Kostenvoranschlag genannten Kosten um mehr als 15 vom Hundert zu erwarten, hat der Zahnarzt den Zahlungspflichtigen hierüber unverzüglich in Textform zu unterrichten.
---


And this predicates:
```prolog
invoice(
    % A Service is defined trough its Service Number (Service), the date / session when it was rendered, its multiplier, the teeth it is applied to, ...
    [service(Service, date(Year, Month, Day), Multiplier, PointScore, Charge, Description, Justification, [tooth(Area, Postion), ...]), ... ],
    % Billed Material Costs are defined trough the Section of the GOZ which allows its billing, the date / session when it was rendered, its multiplier, ...
    [material_cost(GOZ_Section, date(Year, Month, Day), Multiplier, Count, Charge, Description, Justification, [tooth(Area, Postion), ...]), ... ],
    invoice_date(date(Year, Month, Day)),
    invoice_amount(InvoiceAmount)
).
% Charge = (round(PointValue in Euros * Multiplier * PointScore * 100)) / 100
% A Tooth on which a Service is applied is uniquely defined by the combination of its area and position in this area: tooth(Area, Postion) nummerated after the FDI-Zahnschema
% Area = 1 -> Right upper jaw
% Area = 2 -> Left upper jaw
% Area = 3 -> Left lower jaw
% Area = 4 -> Right lower jaw
% Position is exact position of this tooth in its area (from 1 to 8)
% Example invoice
invoice(
    [
        service(11111, date(2023, 10, 01), 1, 100, 5.62, 'Teeth Cleaning', '', [tooth(1,7)]),
        service(11111, date(2023, 10, 01), 1, 100, 5.62, 'Teeth Cleaning', '', [tooth(1,6)]),
        service(987654, date(2023, 10, 01), 3.5, 200, 39.37, 'Tooth Filling', 'Very time consuming', [tooth(1,7), tooth(1,6)]),
        service(123456, date(2023, 10, 02), 2.3, 150, 19.40, 'Consultation', '', [])
    ],
    [
        material_cost('§ 4 (1)', date(2023, 10, 02), 1, 1, 40.00, 'Fill Material', 'Auslagen', [tooth(1,7), tooth(1,6)])
    ]
    invoice_date(date(2023, 10, 04),
    invoice_amount(110.01)
).
```
The 1 rules indicate conditions and restrictions stated in the GOZ that should be adhered to when creating an invoice.
We want to mark invoices as invalid if they do not adhere to those rules.
Which of those rules can you translate into prolog code given following restriction:
Only translate the rules as they are, do not include any examples.
Be as accurate as possible.
You must be able to exactly define every new predicate based on the given ones.
Do not make any assumptions which are not given.
Translate the rules where a translation given the restrictions is possible.
To determine if an invoice is correct, use the predicate 
```prolog
is_invoice_invalid(Invoice) : -
    Invoice = invoice(Services, Material_Costs, invoice_date(date(Year, Month, Day), invoice_amount(InvoiceAmount)),
    % The corresponding rule (only one rule for each predicate)
    % Please double check that the prolog code you write in here is semantically equivalent to the rule in the text.
    print(...), % When rule is not fulfilled and therefore the invoice is invalid, print the reason for the invalidity of the invoice
    true. % Then the invoice is invalid.
```
Use this predicate to check each rule individually. Before you translate a rule, think about it.
Expected format:
---
Rule 1:
Thoughts: ...
Translation:
```prolog
% code here (is_invoice_invalid/1 predicate with potential helper predicates for this rule)
```
---
Rule 2:
Thoughts: ...
Translation:
```prolog
% code here (is_invoice_invalid/1 predicate with potential helper predicates for this rule)
```
---
... 

When you can not translate leaf the code section empty like this:
---
Rule X:
Thoughts: ...
Translation:
```prolog
```
---

So you should have a block for each of the 1 given rules at the end.
For translated rules include print statements, so that the user can see the reason for the invalidity of the invoice.
When you calculate with currencies, always round the result to two digits with round(X*100)/100 and always calculate in Euros (even after summation).
I only want to have exactly defined rules.
First, think step by step how you would translate a rule, then translate it. Explain your thoughts step by step.",1.0,1201.0,446.0,0.06279,"
% Helper predicate to calculate total cost of services
total_service_cost([], 0).
total_service_cost([service(_, _, _, _, Charge, _, _, _) | Rest], TotalCost) :-
    total_service_cost(Rest, RestTotalCost),
    TotalCost is round((Charge + RestTotalCost) * 100) / 100.

% Helper predicate to calculate total cost of material costs
total_material_cost([], 0).
total_material_cost([material_cost(_, _, _, _, Charge, _, _, _) | Rest], TotalCost) :-
    total_material_cost(Rest, RestTotalCost),
    TotalCost is round((Charge + RestTotalCost) * 100) / 100.

is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, Material_Costs, _, invoice_amount(InvoiceAmount)),
    total_service_cost(Services, TotalServiceCost),
    total_material_cost(Material_Costs, TotalMaterialCost),
    TotalCost is round((TotalServiceCost + TotalMaterialCost) * 100) / 100,
    ExceedsBy15Percent is round((InvoiceAmount * 1.15) * 100) / 100,
    TotalCost > ExceedsBy15Percent,
    print('Invoice is invalid: The total cost exceeds the invoice amount by more than 15%.'),
    true.
"
36,§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(1),"Die Vergütung wird fällig, wenn dem Zahlungspflichtigen eine dieser Verordnung entsprechende Rechnung nach der Anlage 2 erteilt worden ist. Künftige Änderungen der Anlage 2 werden durch das Bundesministerium für Gesundheit durch Bekanntmachung veröffentlicht.",The text does not mention any references to other paragraphs.,10.0,1.0,,,,,,,,,,
37,§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(2),"Die Rechnung muss insbesondere enthalten: 1. das Datum der Erbringung der Leistung, 2. bei Gebühren die Nummer und die Bezeichnung der einzelnen berechneten Leistung einschließlich einer verständlichen Bezeichnung des behandelten Zahnes und einer in der Leistungsbeschreibung oder einer Abrechnungsbestimmung gegebenenfalls genannten Mindestdauer sowie den jeweiligen Betrag und den Steigerungssatz, 3. bei Gebühren für vollstationäre, teilstationäre sowie vor- und nachstationäre und privatzahnärztliche Leistungen zusätzlich den Minderungsbetrag nach § 7, 4. bei Entschädigungen nach § 8 den Betrag, die Art der Entschädigung und die Berechnung, 5. bei Ersatz von Auslagen nach § 9 Art, Umfang und Ausführung der einzelnen Leistungen und deren Preise sowie die direkt zurechenbaren Materialien und deren Preise, insbesondere Bezeichnung, Gewicht und Tagespreis der verwendeten Legierungen, 6. bei nach dem Gebührenverzeichnis gesondert berechnungsfähigen Kosten Art, Menge und Preis verwendeter Materialien; die Auslagen sind dem Zahlungspflichtigen auf Verlangen näher zu erläutern.","References: §7, §8, §9",10.0,2.0,"[{'section': '7'}, {'section': '8'}, {'section': '9'}]",Die Rechnung muss insbesondere enthalten: 1. das Datum der Erbringung der Leistung,"The Prolog code should be inside code blocks, like this:
```prolog
your code here
```
",Error,,,,,,
38,§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(2),"Die Rechnung muss insbesondere enthalten: 1. das Datum der Erbringung der Leistung, 2. bei Gebühren die Nummer und die Bezeichnung der einzelnen berechneten Leistung einschließlich einer verständlichen Bezeichnung des behandelten Zahnes und einer in der Leistungsbeschreibung oder einer Abrechnungsbestimmung gegebenenfalls genannten Mindestdauer sowie den jeweiligen Betrag und den Steigerungssatz, 3. bei Gebühren für vollstationäre, teilstationäre sowie vor- und nachstationäre und privatzahnärztliche Leistungen zusätzlich den Minderungsbetrag nach § 7, 4. bei Entschädigungen nach § 8 den Betrag, die Art der Entschädigung und die Berechnung, 5. bei Ersatz von Auslagen nach § 9 Art, Umfang und Ausführung der einzelnen Leistungen und deren Preise sowie die direkt zurechenbaren Materialien und deren Preise, insbesondere Bezeichnung, Gewicht und Tagespreis der verwendeten Legierungen, 6. bei nach dem Gebührenverzeichnis gesondert berechnungsfähigen Kosten Art, Menge und Preis verwendeter Materialien; die Auslagen sind dem Zahlungspflichtigen auf Verlangen näher zu erläutern.","References: §7, §8, §9",10.0,2.0,"[{'section': '7'}, {'section': '8'}, {'section': '9'}]",2. bei Gebühren die Nummer und die Bezeichnung der einzelnen berechneten Leistung einschließlich einer verständlichen Bezeichnung des behandelten Zahnes und einer in der Leistungsbeschreibung oder einer Abrechnungsbestimmung gegebenenfalls genannten Mindestdauer sowie den jeweiligen Betrag und den Steigerungssatz,,,,,,,,
39,§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(2),"Die Rechnung muss insbesondere enthalten: 1. das Datum der Erbringung der Leistung, 2. bei Gebühren die Nummer und die Bezeichnung der einzelnen berechneten Leistung einschließlich einer verständlichen Bezeichnung des behandelten Zahnes und einer in der Leistungsbeschreibung oder einer Abrechnungsbestimmung gegebenenfalls genannten Mindestdauer sowie den jeweiligen Betrag und den Steigerungssatz, 3. bei Gebühren für vollstationäre, teilstationäre sowie vor- und nachstationäre und privatzahnärztliche Leistungen zusätzlich den Minderungsbetrag nach § 7, 4. bei Entschädigungen nach § 8 den Betrag, die Art der Entschädigung und die Berechnung, 5. bei Ersatz von Auslagen nach § 9 Art, Umfang und Ausführung der einzelnen Leistungen und deren Preise sowie die direkt zurechenbaren Materialien und deren Preise, insbesondere Bezeichnung, Gewicht und Tagespreis der verwendeten Legierungen, 6. bei nach dem Gebührenverzeichnis gesondert berechnungsfähigen Kosten Art, Menge und Preis verwendeter Materialien; die Auslagen sind dem Zahlungspflichtigen auf Verlangen näher zu erläutern.","References: §7, §8, §9",10.0,2.0,"[{'section': '7'}, {'section': '8'}, {'section': '9'}]","3. bei Gebühren für vollstationäre, teilstationäre sowie vor- und nachstationäre und privatzahnärztliche Leistungen zusätzlich den Minderungsbetrag nach § 7",,,,,,,,
40,§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(2),"Die Rechnung muss insbesondere enthalten: 1. das Datum der Erbringung der Leistung, 2. bei Gebühren die Nummer und die Bezeichnung der einzelnen berechneten Leistung einschließlich einer verständlichen Bezeichnung des behandelten Zahnes und einer in der Leistungsbeschreibung oder einer Abrechnungsbestimmung gegebenenfalls genannten Mindestdauer sowie den jeweiligen Betrag und den Steigerungssatz, 3. bei Gebühren für vollstationäre, teilstationäre sowie vor- und nachstationäre und privatzahnärztliche Leistungen zusätzlich den Minderungsbetrag nach § 7, 4. bei Entschädigungen nach § 8 den Betrag, die Art der Entschädigung und die Berechnung, 5. bei Ersatz von Auslagen nach § 9 Art, Umfang und Ausführung der einzelnen Leistungen und deren Preise sowie die direkt zurechenbaren Materialien und deren Preise, insbesondere Bezeichnung, Gewicht und Tagespreis der verwendeten Legierungen, 6. bei nach dem Gebührenverzeichnis gesondert berechnungsfähigen Kosten Art, Menge und Preis verwendeter Materialien; die Auslagen sind dem Zahlungspflichtigen auf Verlangen näher zu erläutern.","References: §7, §8, §9",10.0,2.0,"[{'section': '7'}, {'section': '8'}, {'section': '9'}]","4. bei Entschädigungen nach § 8 den Betrag, die Art der Entschädigung und die Berechnung",,,,,,,,
41,§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(2),"Die Rechnung muss insbesondere enthalten: 1. das Datum der Erbringung der Leistung, 2. bei Gebühren die Nummer und die Bezeichnung der einzelnen berechneten Leistung einschließlich einer verständlichen Bezeichnung des behandelten Zahnes und einer in der Leistungsbeschreibung oder einer Abrechnungsbestimmung gegebenenfalls genannten Mindestdauer sowie den jeweiligen Betrag und den Steigerungssatz, 3. bei Gebühren für vollstationäre, teilstationäre sowie vor- und nachstationäre und privatzahnärztliche Leistungen zusätzlich den Minderungsbetrag nach § 7, 4. bei Entschädigungen nach § 8 den Betrag, die Art der Entschädigung und die Berechnung, 5. bei Ersatz von Auslagen nach § 9 Art, Umfang und Ausführung der einzelnen Leistungen und deren Preise sowie die direkt zurechenbaren Materialien und deren Preise, insbesondere Bezeichnung, Gewicht und Tagespreis der verwendeten Legierungen, 6. bei nach dem Gebührenverzeichnis gesondert berechnungsfähigen Kosten Art, Menge und Preis verwendeter Materialien; die Auslagen sind dem Zahlungspflichtigen auf Verlangen näher zu erläutern.","References: §7, §8, §9",10.0,2.0,"[{'section': '7'}, {'section': '8'}, {'section': '9'}]","5. bei Ersatz von Auslagen nach § 9 Art, Umfang und Ausführung der einzelnen Leistungen und deren Preise sowie die direkt zurechenbaren Materialien und deren Preise, insbesondere Bezeichnung, Gewicht und Tagespreis der verwendeten Legierungen",,,,,,,,
42,§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(2),"Die Rechnung muss insbesondere enthalten: 1. das Datum der Erbringung der Leistung, 2. bei Gebühren die Nummer und die Bezeichnung der einzelnen berechneten Leistung einschließlich einer verständlichen Bezeichnung des behandelten Zahnes und einer in der Leistungsbeschreibung oder einer Abrechnungsbestimmung gegebenenfalls genannten Mindestdauer sowie den jeweiligen Betrag und den Steigerungssatz, 3. bei Gebühren für vollstationäre, teilstationäre sowie vor- und nachstationäre und privatzahnärztliche Leistungen zusätzlich den Minderungsbetrag nach § 7, 4. bei Entschädigungen nach § 8 den Betrag, die Art der Entschädigung und die Berechnung, 5. bei Ersatz von Auslagen nach § 9 Art, Umfang und Ausführung der einzelnen Leistungen und deren Preise sowie die direkt zurechenbaren Materialien und deren Preise, insbesondere Bezeichnung, Gewicht und Tagespreis der verwendeten Legierungen, 6. bei nach dem Gebührenverzeichnis gesondert berechnungsfähigen Kosten Art, Menge und Preis verwendeter Materialien; die Auslagen sind dem Zahlungspflichtigen auf Verlangen näher zu erläutern.","References: §7, §8, §9",10.0,2.0,"[{'section': '7'}, {'section': '8'}, {'section': '9'}]","6. bei nach dem Gebührenverzeichnis gesondert berechnungsfähigen Kosten Art, Menge und Preis verwendeter Materialien; die Auslagen sind dem Zahlungspflichtigen auf Verlangen näher zu erläutern.",,,,,,,,
43,§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(3),"Überschreitet die berechnete Gebühr nach Absatz 2 Nummer 2 das 2,3fache des Gebührensatzes, ist dies auf die einzelne Leistung bezogen für den Zahlungspflichtigen verständlich und nachvollziehbar schriftlich zu begründen. Auf Verlangen ist die Begründung näher zu erläutern. Soweit im Fall einer abweichenden Vereinbarung nach § 2 auch ohne die getroffene Vereinbarung ein Überschreiten der in Satz 1 genannten Steigerungssätze gerechtfertigt gewesen wäre, ist das Überschreiten auf Verlangen des Zahlungspflichtigen schriftlich zu begründen; die Sätze 1 und 2 gelten entsprechend. Die Bezeichnung der Leistung nach Absatz 2 Nr. 2 kann entfallen, wenn der Rechnung eine Zusammenstellung beigefügt ist, der die Bezeichnung für die abgerechnete Leistungsnummer entnommen werden kann. Bei Auslagen nach Absatz 2 Nr. 5 ist der Beleg oder ein sonstiger Nachweis beizufügen. Wurden zahntechnische Leistungen in Auftrag gegeben, ist eine den Erfordernissen des Absatzes 2 Nr. 5 entsprechende Rechnung des Dentallabors beizufügen; insoweit genügt es, in der Rechnung des Zahnarztes den Gesamtbetrag für diese Leistungen anzugeben. Leistungen, die auf Verlangen erbracht worden sind (§ 1 Abs. 2 Satz 2 und § 2 Abs. 3) sind als solche zu bezeichnen.","References: § 2, § 1 Abs. 2 Satz 2, § 2 Abs. 3",10.0,3.0,"[{'section': '2'}, {'section': '1', 'paragraph': '2', 'sentence': '2'}, {'section': '2', 'paragraph': '3'}]","If the calculated fee according to paragraph 2 number 2 exceeds 2.3 times the fee rate, this must be justified in writing in a comprehensible and traceable manner for the person liable to pay. The justification must be explained in more detail on request.",,,,,,,,
44,§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(3),"Überschreitet die berechnete Gebühr nach Absatz 2 Nummer 2 das 2,3fache des Gebührensatzes, ist dies auf die einzelne Leistung bezogen für den Zahlungspflichtigen verständlich und nachvollziehbar schriftlich zu begründen. Auf Verlangen ist die Begründung näher zu erläutern. Soweit im Fall einer abweichenden Vereinbarung nach § 2 auch ohne die getroffene Vereinbarung ein Überschreiten der in Satz 1 genannten Steigerungssätze gerechtfertigt gewesen wäre, ist das Überschreiten auf Verlangen des Zahlungspflichtigen schriftlich zu begründen; die Sätze 1 und 2 gelten entsprechend. Die Bezeichnung der Leistung nach Absatz 2 Nr. 2 kann entfallen, wenn der Rechnung eine Zusammenstellung beigefügt ist, der die Bezeichnung für die abgerechnete Leistungsnummer entnommen werden kann. Bei Auslagen nach Absatz 2 Nr. 5 ist der Beleg oder ein sonstiger Nachweis beizufügen. Wurden zahntechnische Leistungen in Auftrag gegeben, ist eine den Erfordernissen des Absatzes 2 Nr. 5 entsprechende Rechnung des Dentallabors beizufügen; insoweit genügt es, in der Rechnung des Zahnarztes den Gesamtbetrag für diese Leistungen anzugeben. Leistungen, die auf Verlangen erbracht worden sind (§ 1 Abs. 2 Satz 2 und § 2 Abs. 3) sind als solche zu bezeichnen.","References: § 2, § 1 Abs. 2 Satz 2, § 2 Abs. 3",10.0,3.0,"[{'section': '2'}, {'section': '1', 'paragraph': '2', 'sentence': '2'}, {'section': '2', 'paragraph': '3'}]","If in the case of a deviating agreement according to § 2, an exceeding of the increase rates mentioned in sentence 1 would have been justified even without the agreement made, the exceeding must be justified in writing at the request of the person liable to pay; sentences 1 and 2 apply accordingly.",,,,,,,,
45,§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(3),"Überschreitet die berechnete Gebühr nach Absatz 2 Nummer 2 das 2,3fache des Gebührensatzes, ist dies auf die einzelne Leistung bezogen für den Zahlungspflichtigen verständlich und nachvollziehbar schriftlich zu begründen. Auf Verlangen ist die Begründung näher zu erläutern. Soweit im Fall einer abweichenden Vereinbarung nach § 2 auch ohne die getroffene Vereinbarung ein Überschreiten der in Satz 1 genannten Steigerungssätze gerechtfertigt gewesen wäre, ist das Überschreiten auf Verlangen des Zahlungspflichtigen schriftlich zu begründen; die Sätze 1 und 2 gelten entsprechend. Die Bezeichnung der Leistung nach Absatz 2 Nr. 2 kann entfallen, wenn der Rechnung eine Zusammenstellung beigefügt ist, der die Bezeichnung für die abgerechnete Leistungsnummer entnommen werden kann. Bei Auslagen nach Absatz 2 Nr. 5 ist der Beleg oder ein sonstiger Nachweis beizufügen. Wurden zahntechnische Leistungen in Auftrag gegeben, ist eine den Erfordernissen des Absatzes 2 Nr. 5 entsprechende Rechnung des Dentallabors beizufügen; insoweit genügt es, in der Rechnung des Zahnarztes den Gesamtbetrag für diese Leistungen anzugeben. Leistungen, die auf Verlangen erbracht worden sind (§ 1 Abs. 2 Satz 2 und § 2 Abs. 3) sind als solche zu bezeichnen.","References: § 2, § 1 Abs. 2 Satz 2, § 2 Abs. 3",10.0,3.0,"[{'section': '2'}, {'section': '1', 'paragraph': '2', 'sentence': '2'}, {'section': '2', 'paragraph': '3'}]",The designation of the service according to paragraph 2 No. 2 can be omitted if the invoice is accompanied by a compilation from which the designation for the invoiced service number can be taken.,,,,,,,,
46,§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(3),"Überschreitet die berechnete Gebühr nach Absatz 2 Nummer 2 das 2,3fache des Gebührensatzes, ist dies auf die einzelne Leistung bezogen für den Zahlungspflichtigen verständlich und nachvollziehbar schriftlich zu begründen. Auf Verlangen ist die Begründung näher zu erläutern. Soweit im Fall einer abweichenden Vereinbarung nach § 2 auch ohne die getroffene Vereinbarung ein Überschreiten der in Satz 1 genannten Steigerungssätze gerechtfertigt gewesen wäre, ist das Überschreiten auf Verlangen des Zahlungspflichtigen schriftlich zu begründen; die Sätze 1 und 2 gelten entsprechend. Die Bezeichnung der Leistung nach Absatz 2 Nr. 2 kann entfallen, wenn der Rechnung eine Zusammenstellung beigefügt ist, der die Bezeichnung für die abgerechnete Leistungsnummer entnommen werden kann. Bei Auslagen nach Absatz 2 Nr. 5 ist der Beleg oder ein sonstiger Nachweis beizufügen. Wurden zahntechnische Leistungen in Auftrag gegeben, ist eine den Erfordernissen des Absatzes 2 Nr. 5 entsprechende Rechnung des Dentallabors beizufügen; insoweit genügt es, in der Rechnung des Zahnarztes den Gesamtbetrag für diese Leistungen anzugeben. Leistungen, die auf Verlangen erbracht worden sind (§ 1 Abs. 2 Satz 2 und § 2 Abs. 3) sind als solche zu bezeichnen.","References: § 2, § 1 Abs. 2 Satz 2, § 2 Abs. 3",10.0,3.0,"[{'section': '2'}, {'section': '1', 'paragraph': '2', 'sentence': '2'}, {'section': '2', 'paragraph': '3'}]","For expenses according to paragraph 2 No. 5, the receipt or other proof must be attached.",,,,,,,,
47,§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(3),"Überschreitet die berechnete Gebühr nach Absatz 2 Nummer 2 das 2,3fache des Gebührensatzes, ist dies auf die einzelne Leistung bezogen für den Zahlungspflichtigen verständlich und nachvollziehbar schriftlich zu begründen. Auf Verlangen ist die Begründung näher zu erläutern. Soweit im Fall einer abweichenden Vereinbarung nach § 2 auch ohne die getroffene Vereinbarung ein Überschreiten der in Satz 1 genannten Steigerungssätze gerechtfertigt gewesen wäre, ist das Überschreiten auf Verlangen des Zahlungspflichtigen schriftlich zu begründen; die Sätze 1 und 2 gelten entsprechend. Die Bezeichnung der Leistung nach Absatz 2 Nr. 2 kann entfallen, wenn der Rechnung eine Zusammenstellung beigefügt ist, der die Bezeichnung für die abgerechnete Leistungsnummer entnommen werden kann. Bei Auslagen nach Absatz 2 Nr. 5 ist der Beleg oder ein sonstiger Nachweis beizufügen. Wurden zahntechnische Leistungen in Auftrag gegeben, ist eine den Erfordernissen des Absatzes 2 Nr. 5 entsprechende Rechnung des Dentallabors beizufügen; insoweit genügt es, in der Rechnung des Zahnarztes den Gesamtbetrag für diese Leistungen anzugeben. Leistungen, die auf Verlangen erbracht worden sind (§ 1 Abs. 2 Satz 2 und § 2 Abs. 3) sind als solche zu bezeichnen.","References: § 2, § 1 Abs. 2 Satz 2, § 2 Abs. 3",10.0,3.0,"[{'section': '2'}, {'section': '1', 'paragraph': '2', 'sentence': '2'}, {'section': '2', 'paragraph': '3'}]","If dental technical services have been commissioned, an invoice from the dental laboratory corresponding to the requirements of paragraph 2 No. 5 must be attached; in this respect, it is sufficient to state the total amount for these services in the dentist's invoice.",,,,,,,,
48,§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(3),"Überschreitet die berechnete Gebühr nach Absatz 2 Nummer 2 das 2,3fache des Gebührensatzes, ist dies auf die einzelne Leistung bezogen für den Zahlungspflichtigen verständlich und nachvollziehbar schriftlich zu begründen. Auf Verlangen ist die Begründung näher zu erläutern. Soweit im Fall einer abweichenden Vereinbarung nach § 2 auch ohne die getroffene Vereinbarung ein Überschreiten der in Satz 1 genannten Steigerungssätze gerechtfertigt gewesen wäre, ist das Überschreiten auf Verlangen des Zahlungspflichtigen schriftlich zu begründen; die Sätze 1 und 2 gelten entsprechend. Die Bezeichnung der Leistung nach Absatz 2 Nr. 2 kann entfallen, wenn der Rechnung eine Zusammenstellung beigefügt ist, der die Bezeichnung für die abgerechnete Leistungsnummer entnommen werden kann. Bei Auslagen nach Absatz 2 Nr. 5 ist der Beleg oder ein sonstiger Nachweis beizufügen. Wurden zahntechnische Leistungen in Auftrag gegeben, ist eine den Erfordernissen des Absatzes 2 Nr. 5 entsprechende Rechnung des Dentallabors beizufügen; insoweit genügt es, in der Rechnung des Zahnarztes den Gesamtbetrag für diese Leistungen anzugeben. Leistungen, die auf Verlangen erbracht worden sind (§ 1 Abs. 2 Satz 2 und § 2 Abs. 3) sind als solche zu bezeichnen.","References: § 2, § 1 Abs. 2 Satz 2, § 2 Abs. 3",10.0,3.0,"[{'section': '2'}, {'section': '1', 'paragraph': '2', 'sentence': '2'}, {'section': '2', 'paragraph': '3'}]",Services that have been provided on request (§ 1 paragraph 2 sentence 2 and § 2 paragraph 3) must be designated as such.,,,,,,,,
49,§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(4),"Wird eine Leistung nach § 6 Absatz 1 berechnet, ist die entsprechend bewertete Leistung für den Zahlungspflichtigen verständlich zu beschreiben und mit dem Hinweis ""entsprechend"" sowie der Nummer und der Bezeichnung der als gleichwertig erachteten Leistung zu versehen.",References: §6 (1),10.0,4.0,"[{'section': '6', 'paragraph': '1'}]","Wird eine Leistung nach § 6 Absatz 1 berechnet, ist die entsprechend bewertete Leistung für den Zahlungspflichtigen verständlich zu beschreiben und mit dem Hinweis ""entsprechend"" sowie der Nummer und der Bezeichnung der als gleichwertig erachteten Leistung zu versehen.",,,,,,,,
50,§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(5),Durch Vereinbarung mit öffentlich-rechtlichen Kostenträgern kann eine von den Vorschriften der Absätze 1 bis 4 abweichende Regelung getroffen werden.,References: Absätze 1 bis 4,10.0,5.0,,,,,,,,,,
51,§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(6),"Die Übermittlung von Daten an einen Dritten zum Zwecke der Abrechnung ist nur zulässig, wenn der Betroffene gegenüber dem Zahnarzt in die Übermittlung der für die Abrechnung erforderlichen Daten schriftlich eingewilligt und den Zahnarzt insoweit schriftlich von seiner Schweigepflicht entbunden hat.",The text does not mention any references to other paragraphs.,10.0,6.0,,,,,,,,,,
